unit_number,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_20,sensor_measurement_21
23.0,50.0,0.3045977,0.8333333,0.0,0.22590637,0.43318176,0.366642,0.6425171,0.27294922,0.12514114,0.49404907,0.47974396,0.2944336,0.17230988,0.37321854,0.41666412,0.43411064,0.57608414
23.0,51.0,0.47126436,0.5833333,0.0,0.40963745,0.5583191,0.47872925,0.5555496,0.30322266,0.14304733,0.4642868,0.59487915,0.27978516,0.15945816,0.47172165,0.33333206,0.5813961,0.51836395
23.0,52.0,0.3908046,0.8333333,0.0,0.37046814,0.30368423,0.49122047,0.60385895,0.28808594,0.12518692,0.45833397,0.5522461,0.36767578,0.18758392,0.3543663,0.5,0.49612427,0.4831543
23.0,53.0,0.54022986,0.16666669,0.0,0.3283081,0.62851715,0.46657562,0.7922745,0.34838867,0.11989212,0.3214283,0.5714264,0.39697266,0.15295792,0.44940567,0.5,0.43411064,0.63822174
23.0,54.0,0.43678162,0.16666669,0.0,0.4487915,0.5031624,0.3696823,0.51851654,0.27294922,0.14632034,0.36904907,0.7014923,0.38232422,0.17390823,0.4748001,0.41666412,0.42635727,0.4766655
23.0,55.0,0.454023,0.8333333,0.0,0.58732605,0.3121872,0.42319107,0.520134,0.34838867,0.13339996,0.42262077,0.42217255,0.41186523,0.16585922,0.5024986,0.58333206,0.61240387,0.40182114
23.0,56.0,0.41954023,0.5833333,0.0,0.5270996,0.29212952,0.5288639,0.6586151,0.30322266,0.14766693,0.39881134,0.56716156,0.36767578,0.16817856,0.43670654,0.5,0.4186058,0.6204071
23.0,57.0,0.591954,0.08333331,0.0,0.48191833,0.39263153,0.43855476,0.6521759,0.31835938,0.10306549,0.3928566,0.5991516,0.4411621,0.1449585,0.48633957,0.33333206,0.64341164,0.53092957
23.0,58.0,0.4597701,0.9166667,0.0,0.24998474,0.44844055,0.28359222,0.56843567,0.34838867,0.15399551,0.41666794,0.58208466,0.35327148,0.16467285,0.28356934,0.33333206,0.4651184,0.48287582
23.0,59.0,0.25862068,0.33333334,0.0,0.46987915,0.50185394,0.4152584,0.59580994,0.30322266,0.13039398,0.36904907,0.61621094,0.39697266,0.1668396,0.5140419,0.41666412,0.5891495,0.651062
23.0,60.0,0.36206895,0.25,0.0,0.48493958,0.5413132,0.3863945,0.52656555,0.30322266,0.08650589,0.4464283,0.60767365,0.33862305,0.15238953,0.50019073,0.41666412,0.6046505,0.5078697
23.0,61.0,0.68390805,0.75,0.0,0.37950134,0.38565445,0.40192413,0.624794,0.28808594,0.15412903,0.5357151,0.6396637,0.32373047,0.18577576,0.29626846,0.33333206,0.47286987,0.43979645
23.0,62.0,0.591954,0.16666669,0.0,0.3012085,0.53150177,0.51654243,0.56038666,0.21240234,0.12837219,0.4285717,0.6098099,0.33862305,0.18732834,0.36206055,0.41666412,0.63565826,0.6126747
23.0,63.0,0.11494255,0.08333331,0.0,0.40963745,0.28798676,0.42589378,0.5845337,0.34838867,0.1448822,0.45833397,0.5842209,0.39697266,0.14769363,0.45209885,0.41666412,0.42635727,0.6850319
23.0,64.0,0.7183908,0.5833333,0.0,0.5813141,0.45803452,0.44496918,0.49597168,0.3635254,0.14107132,0.47619247,0.57995605,0.35327148,0.1577034,0.3389778,0.33333206,0.49612427,0.5892029
23.0,65.0,0.6551724,0.75,0.0,0.5210724,0.40069962,0.38993835,0.5700455,0.30322266,0.12536621,0.35119057,0.59062195,0.36767578,0.17669678,0.5051918,0.33333206,0.47286987,0.50317764
23.0,66.0,0.5632184,0.6666666,0.0,0.4578247,0.23849869,0.5013485,0.48631287,0.30322266,0.15359116,0.4642868,0.6140747,0.27978516,0.17710495,0.4309349,0.5,0.6976757,0.47003555
23.0,67.0,0.62643677,0.75,0.0,0.46987915,0.5563545,0.48278046,0.6924362,0.31835938,0.14695358,0.49404907,0.49040222,0.33862305,0.15672302,0.4351654,0.33333206,0.49612427,0.5996971
23.0,68.0,0.6666666,0.75,0.0,0.5120392,0.2812271,0.4714718,0.52656555,0.30322266,0.16104126,0.47619247,0.65245056,0.38232422,0.1450615,0.47402954,0.41666412,0.61240387,0.683651
23.0,69.0,0.5632184,0.5,0.0,0.4788971,0.29191208,0.48345566,0.520134,0.3334961,0.1207428,0.40476227,0.6439285,0.33862305,0.13293457,0.50865555,0.41666412,0.57364464,0.5777397
23.0,70.0,0.3678161,0.5,0.0,0.31625366,0.35491562,0.5325794,0.5764847,0.39379883,0.13267899,0.4107151,0.5415726,0.36767578,0.1622963,0.58984375,0.41666412,0.49612427,0.5470848
23.0,71.0,0.28160918,0.5,0.0,0.28312683,0.52692413,0.547266,0.5716629,0.34838867,0.11042404,0.43452644,0.53518677,0.41186523,0.16425705,0.36360168,0.41666412,0.5426369,0.50662994
23.0,72.0,0.42528737,0.4166667,0.0,0.5331116,0.4628296,0.5265007,0.45249176,0.3786621,0.13708115,0.44047737,0.5181198,0.27978516,0.17421722,0.45248413,0.41666412,0.52713203,0.44490433
23.0,73.0,0.44252872,0.6666666,0.0,0.31625366,0.47133255,0.36546135,0.4508896,0.3334961,0.14416885,0.44047737,0.6012802,0.35327148,0.15502167,0.5802231,0.58333206,0.40310097,0.63476944
23.0,74.0,0.40229887,0.08333331,0.0,0.3313141,0.3346405,0.57022285,0.6231842,0.31835938,0.14053345,0.4107151,0.55010986,0.38232422,0.14093399,0.45286942,0.33333206,0.5116291,0.37724495
23.0,75.0,0.5574713,0.33333334,0.0,0.3192749,0.36320114,0.47467804,0.59259796,0.31835938,0.13990402,0.38095474,0.5714264,0.38232422,0.14423752,0.58561325,0.41666412,0.4883728,0.5546799
23.0,76.0,0.27011493,0.16666669,0.0,0.47288513,0.3219986,0.36005974,0.41706848,0.34838867,0.1323204,0.35119057,0.5181198,0.38232422,0.13628769,0.5621376,0.5,0.50387764,0.5631027
23.0,77.0,0.5229885,0.8333333,0.0,0.4066162,0.44386292,0.49257278,0.47987366,0.27294922,0.1364975,0.5476208,0.513855,0.42651367,0.15594864,0.39245987,0.5,0.5503864,0.5996971
23.0,78.0,0.591954,0.9166667,0.0,0.39457703,0.41399765,0.498312,0.5088577,0.30322266,0.13833237,0.3035717,0.49467468,0.41186523,0.1797905,0.34744263,0.5,0.47286987,0.62800217
23.0,79.0,0.55172414,0.4166667,0.0,0.54216003,0.29823303,0.4047928,0.63124084,0.3635254,0.12047577,0.3214283,0.47760773,0.36767578,0.15605545,0.47633743,0.41666412,0.52713203,0.5229225
23.0,80.0,0.49425286,0.6666666,0.0,0.40963745,0.48484802,0.44344902,0.48469543,0.3786621,0.11746979,0.35119057,0.511734,0.32373047,0.18201065,0.5363617,0.41666412,0.5116291,0.7387428
23.0,81.0,0.61494255,0.08333331,0.0,0.63552856,0.5554848,0.57663727,0.59420013,0.27294922,0.14614105,0.36904907,0.5309143,0.32373047,0.16596222,0.4178543,0.33333206,0.50387764,0.56931686
23.0,82.0,0.5689655,0.4166667,0.0,0.5301056,0.3974266,0.46623802,0.56521606,0.3334961,0.15336609,0.54166603,0.5863571,0.32373047,0.15827179,0.43439865,0.41666412,0.4418602,0.50662994
23.0,83.0,0.59770113,0.6666666,0.0,0.44577026,0.5016365,0.5438881,0.5781021,0.34838867,0.15645981,0.41666794,0.53518677,0.26489258,0.15594864,0.34667206,0.5,0.57364464,0.529274
23.0,84.0,0.6321839,0.16666669,0.0,0.4066162,0.45323563,0.52227974,0.5781021,0.34838867,0.12491989,0.3928566,0.53944397,0.26489258,0.14825821,0.43401337,0.33333206,0.50387764,0.58395386
23.0,85.0,0.40804598,0.5833333,0.0,0.5541992,0.47503662,0.5337601,0.55072784,0.3334961,0.12756729,0.49404907,0.5287781,0.39697266,0.16400146,0.37014008,0.33333206,0.5891495,0.52140045
23.0,86.0,0.43678162,0.75,0.0,0.48191833,0.4863739,0.48210716,0.3896942,0.31835938,0.16390991,0.3392849,0.5991516,0.41186523,0.1619873,0.27395248,0.5,0.3488388,0.6195793
23.0,87.0,0.41954023,0.16666669,0.0,0.5813141,0.3723564,0.42555618,0.5072479,0.31835938,0.12451553,0.40476227,0.6972351,0.38232422,0.14284134,0.5813751,0.41666412,0.5426369,0.46105957
23.0,88.0,0.70689654,0.16666669,0.0,0.5662689,0.57270813,0.57596207,0.520134,0.4091797,0.14281845,0.40476227,0.46694946,0.33862305,0.16554642,0.2912674,0.5,0.57364464,0.60121536
23.0,89.0,0.545977,0.4166667,0.0,0.47288513,0.28340912,0.59672356,0.47987366,0.28808594,0.13331223,0.44047737,0.6098099,0.32373047,0.16239929,0.48056793,0.41666412,0.59689903,0.5684891
23.0,90.0,0.52873564,0.5,0.0,0.5210724,0.4700241,0.45560265,0.56521606,0.28808594,0.15901947,0.39881134,0.4818802,0.41186523,0.16337967,0.5817604,0.5,0.61240387,0.44104004
23.0,91.0,0.55172414,0.5,0.0,0.63552856,0.4427719,0.5128288,0.52656555,0.3334961,0.13600159,0.3928566,0.5586395,0.41186523,0.16534042,0.5844574,0.41666412,0.5503864,0.50717926
23.0,92.0,0.49425286,0.8333333,0.0,0.48191833,0.42991257,0.5519905,0.4685974,0.3635254,0.12343979,0.43452644,0.5245285,0.39697266,0.12282181,0.48633957,0.41666412,0.41085243,0.48674393
23.0,93.0,0.5689655,0.6666666,0.0,0.5240936,0.36450958,0.3625908,0.5475006,0.34838867,0.13066101,0.44047737,0.58208466,0.38232422,0.1621933,0.32127762,0.41666412,0.5891495,0.44338608
23.0,94.0,0.26436782,0.6666666,0.0,0.3885498,0.27926636,0.4962864,0.53300476,0.3635254,0.12303543,0.38690567,0.5287781,0.35327148,0.16988373,0.48633957,0.41666412,0.5813961,0.5156021
23.0,95.0,0.454023,0.33333334,0.0,0.43373108,0.55591965,0.53798103,0.47987366,0.3635254,0.14704132,0.5654774,0.5863571,0.30908203,0.16379547,0.54367065,0.41666412,0.5503864,0.50759506
23.0,96.0,0.5632184,0.33333334,0.0,0.47288513,0.34488678,0.54135513,0.52656555,0.30322266,0.13941193,0.4821434,0.50746155,0.32373047,0.16498184,0.4682579,0.5,0.3488388,0.575531
23.0,97.0,0.47126436,0.33333334,0.0,0.5240936,0.5844765,0.48818398,0.62802124,0.3334961,0.14730835,0.36904907,0.5970154,0.35327148,0.16941833,0.37052536,0.33333206,0.5193825,0.5824356
23.0,98.0,0.6034483,0.5833333,0.0,0.5301056,0.39219666,0.49071312,0.53300476,0.30322266,0.1414299,0.51190567,0.47122192,0.38232422,0.16797638,0.4594078,0.5,0.5813961,0.51656723
23.0,99.0,0.31034482,0.5833333,0.0,0.43673706,0.37889862,0.5737667,0.42834473,0.3334961,0.12514114,0.41666794,0.49467468,0.38232422,0.16983032,0.38438034,0.58333206,0.44961357,0.5753937
23.0,100.0,0.6724138,0.5833333,0.0,0.3915558,0.57336044,0.48818398,0.43156433,0.34838867,0.14263916,0.4464283,0.4328308,0.42651367,0.14165497,0.5617523,0.5,0.5426369,0.3537693
23.0,101.0,0.6551724,0.4166667,0.0,0.43673706,0.28406143,0.4962864,0.47664642,0.3786621,0.13182831,0.47619247,0.42217255,0.2944336,0.16436005,0.4794159,0.5,0.3720932,0.47169113
23.0,102.0,0.4137931,0.4166667,0.0,0.67770386,0.5753212,0.4775486,0.55233765,0.4091797,0.17328644,0.48809433,0.40299225,0.42651367,0.1534729,0.5579071,0.41666412,0.48061943,0.6099129
23.0,103.0,0.48850575,0.16666669,0.0,0.54818726,0.5397873,0.47062683,0.56843567,0.34838867,0.14187622,0.5357151,0.5735626,0.32373047,0.1708641,0.5405922,0.58333206,0.45736504,0.58782196
23.0,104.0,0.42528737,0.9166667,0.0,0.6987915,0.514061,0.50827026,0.56521606,0.4243164,0.10827255,0.48809433,0.49680328,0.33862305,0.16498184,0.46479416,0.41666412,0.40310097,0.49516678
23.0,105.0,0.59770113,0.6666666,0.0,0.2288971,0.35796738,0.4513836,0.47503662,0.39379883,0.16754532,0.48809433,0.633255,0.38232422,0.18505478,0.4555626,0.5,0.47286987,0.38428688
23.0,106.0,0.62643677,0.6666666,0.0,0.3463745,0.4033165,0.4615116,0.63124084,0.3786621,0.116931915,0.43452644,0.5287781,0.41186523,0.14929199,0.5756035,0.5,0.49612427,0.43040466
23.0,107.0,0.6321839,0.08333331,0.0,0.5963745,0.43165588,0.34942436,0.3542633,0.3334961,0.14919662,0.47619247,0.4733429,0.41186523,0.16544342,0.6240845,0.58333206,0.47286987,0.34714127
23.0,108.0,0.49425286,0.5833333,0.0,0.5361328,0.36101913,0.60769653,0.47503662,0.3786621,0.13685608,0.35119057,0.5650406,0.38232422,0.16921234,0.5409775,0.5,0.42635727,0.6389084
23.0,109.0,0.41954023,0.8333333,0.0,0.5722809,0.42773056,0.4829502,0.5781021,0.3635254,0.1609497,0.38095474,0.62046814,0.38232422,0.15765381,0.56752396,0.5,0.48061943,0.41480255
23.0,110.0,0.5632184,0.8333333,0.0,0.5331116,0.5437088,0.48143005,0.47182465,0.34838867,0.1331749,0.45833397,0.5223923,0.36767578,0.14583588,0.5663719,0.5,0.5193825,0.636425
23.0,111.0,0.5229885,0.16666669,0.0,0.5843353,0.41879272,0.57089615,0.42834473,0.39379883,0.12581253,0.55952454,0.47760773,0.39697266,0.16394806,0.51327133,0.5,0.48061943,0.56628036
23.0,112.0,0.62068963,0.9166667,0.0,0.5090332,0.41072464,0.4829502,0.55072784,0.4091797,0.13263702,0.48809433,0.5010605,0.33862305,0.14160156,0.59215164,0.41666412,0.3488388,0.4991684
23.0,113.0,0.36206895,0.08333331,0.0,0.49998474,0.57074356,0.4530716,0.5056305,0.31835938,0.1509018,0.5297642,0.40937805,0.32373047,0.15987015,0.5960007,0.58333206,0.4418602,0.5085602
23.0,114.0,0.29885057,0.25,0.0,0.56925964,0.4813614,0.53899384,0.624794,0.43945312,0.14385223,0.65476227,0.44563293,0.4560547,0.14784622,0.36937332,0.5,0.5348854,0.46603394
23.0,115.0,0.6436782,0.16666669,0.0,0.6837158,0.54065704,0.48075485,0.40257263,0.3334961,0.14995956,0.4642868,0.39233398,0.38232422,0.17297745,0.42324066,0.5,0.47286987,0.52747726
23.0,116.0,0.36206895,0.25,0.0,0.6927643,0.46893692,0.54540825,0.34944153,0.39379883,0.1255455,0.45238304,0.54584503,0.4560547,0.16136932,0.53520584,0.5,0.3488388,0.3925705
23.0,117.0,0.48850575,0.4166667,0.0,0.647583,0.46479034,0.5526657,0.5555496,0.4091797,0.15637207,0.54166603,0.47760773,0.4560547,0.14124298,0.5779114,0.5,0.27132034,0.42985153
23.0,118.0,0.68390805,0.5,0.0,0.5632477,0.68083954,0.4815998,0.55072784,0.31835938,0.17705917,0.6071434,0.53305054,0.4560547,0.15213013,0.46672058,0.41666412,0.38759804,0.40624237
23.0,119.0,0.5632184,0.6666666,0.0,0.49697876,0.4639206,0.54642105,0.4267273,0.4091797,0.15381241,0.38095474,0.4477539,0.4411621,0.18706894,0.5167389,0.58333206,0.41085243,0.51753616
23.0,120.0,0.545977,0.4166667,0.0,0.51504517,0.426857,0.62423897,0.5088577,0.3334961,0.10391617,0.4464283,0.39445496,0.4560547,0.15130234,0.66679764,0.5,0.3953514,0.53741837
23.0,121.0,0.59770113,0.25,0.0,0.5722809,0.4028778,0.5091152,0.51207733,0.3786621,0.17221451,0.41666794,0.34754944,0.42651367,0.17607498,0.5075035,0.5,0.42635727,0.45318985
23.0,122.0,0.43103448,0.8333333,0.0,0.5090332,0.53630066,0.674881,0.6070862,0.45458984,0.12280655,0.47023773,0.4861374,0.38232422,0.17045212,0.537899,0.25,0.26356697,0.4953041
23.0,123.0,0.36206895,0.33333334,0.0,0.5783081,0.47503662,0.5546913,0.4508896,0.46972656,0.17216492,0.51190567,0.36248016,0.47070312,0.16750717,0.5956154,0.5,0.52713203,0.53258514
23.0,124.0,0.3678161,0.6666666,0.0,0.64157104,0.59363556,0.5784931,0.4653778,0.4243164,0.12864304,0.5297642,0.5223923,0.41186523,0.16596222,0.4201622,0.58333206,0.47286987,0.39767838
23.0,125.0,0.6436782,0.5833333,0.0,0.61143494,0.38173294,0.5513172,0.63768005,0.43945312,0.15668869,0.54166603,0.49040222,0.4411621,0.14253235,0.3743744,0.5,0.4186058,0.5132561
23.0,126.0,0.18390805,0.6666666,0.0,0.54818726,0.5142784,0.56009483,0.45249176,0.39379883,0.13075256,0.5892868,0.39445496,0.38232422,0.1579094,0.62716293,0.58333206,0.49612427,0.36992455
23.0,127.0,0.3678161,0.25,0.0,0.49998474,0.530632,0.52025414,0.43961334,0.43945312,0.11383438,0.4821434,0.43496704,0.5,0.13887024,0.55252075,0.58333206,0.45736504,0.5121498
23.0,128.0,0.6896552,0.16666669,0.0,0.40361023,0.54174805,0.5803509,0.3542633,0.45458984,0.1338005,0.5357151,0.40512085,0.42651367,0.13319016,0.5252037,0.5,0.3953514,0.5397682
23.0,129.0,0.57471263,0.8333333,0.0,0.5090332,0.56747055,0.6747112,0.36071014,0.4091797,0.16166687,0.5357151,0.3304901,0.41186523,0.1670456,0.500576,0.5,0.31007957,0.38456345
23.0,130.0,0.38505745,0.8333333,0.0,0.59336853,0.4879036,0.6139431,0.34944153,0.3635254,0.13308334,0.47023773,0.3859253,0.4560547,0.18990707,0.6056175,0.5,0.28682137,0.3041973
23.0,131.0,0.3678161,0.6666666,0.0,0.6746979,0.5467644,0.60769653,0.3462143,0.39379883,0.16422653,0.6250019,0.3859253,0.47070312,0.1626091,0.5883064,0.58333206,0.41085243,0.4262619
23.0,132.0,0.79310346,0.16666669,0.0,0.74697876,0.6529312,0.55452347,0.49114227,0.3786621,0.13137817,0.49404907,0.42217255,0.38232422,0.12839127,0.6263962,0.58333206,0.3255825,0.3710308
23.0,133.0,0.3678161,0.5833333,0.0,0.4608307,0.5589714,0.65968704,0.41223145,0.39379883,0.14044571,0.63690376,0.40085602,0.5,0.16926575,0.54597855,0.41666412,0.35658836,0.43385696
23.0,134.0,0.33908045,0.6666666,0.0,0.4758911,0.41181564,0.51958084,0.4685974,0.45458984,0.14722061,0.5178585,0.4157791,0.42651367,0.175354,0.619854,0.5,0.3720932,0.39933395
23.0,135.0,0.50574714,0.5833333,0.0,0.58732605,0.5478554,0.4976349,0.40740967,0.5,0.12963104,0.5476208,0.37952423,0.47070312,0.15476227,0.63370514,0.5,0.3720932,0.38387108
23.0,136.0,0.57471263,0.5833333,0.0,0.6746979,0.5175514,0.61039734,0.51207733,0.39379883,0.16139984,0.6607151,0.42003632,0.4560547,0.14738464,0.729126,0.58333206,0.3720932,0.48025513
23.0,137.0,0.5114943,0.8333333,0.0,0.53915405,0.4831047,0.51485443,0.36714935,0.46972656,0.16637802,0.6071434,0.3837967,0.4411621,0.15280151,0.44055176,0.75,0.5426369,0.4772148
23.0,138.0,0.66091955,0.16666669,0.0,0.62950134,0.6516266,0.6223831,0.41223145,0.39379883,0.13968277,0.64880943,0.49680328,0.4411621,0.1711731,0.71219635,0.5,0.22480774,0.3844242
23.0,139.0,0.64942527,0.33333334,0.0,0.59336853,0.58098984,0.5965557,0.28985596,0.53027344,0.13039398,0.6071434,0.32621765,0.42651367,0.17540741,0.6213913,0.58333206,0.38759804,0.31869698
23.0,140.0,0.29885057,0.25,0.0,0.66867065,0.5184212,0.47467804,0.36392975,0.3635254,0.17301941,0.6250019,0.47760773,0.42651367,0.14124298,0.5586777,0.5,0.2093029,0.44283295
23.0,141.0,0.43103448,0.5833333,0.0,0.59939575,0.7026367,0.5411892,0.33816528,0.45458984,0.15314484,0.5476208,0.3859253,0.54418945,0.16797638,0.51288986,0.41666412,0.3255825,0.5227852
23.0,142.0,0.48850575,0.5833333,0.0,0.5602417,0.6102028,0.6401081,0.41223145,0.46972656,0.13986206,0.72023964,0.40937805,0.4411621,0.14831161,0.5386696,0.41666412,0.40310097,0.27961922
23.0,143.0,0.37931034,0.4166667,0.0,0.5301056,0.5147171,0.62457657,0.29145813,0.43945312,0.14263916,0.55952454,0.2878418,0.5,0.14624786,0.6894951,0.58333206,0.35658836,0.3533554
23.0,144.0,0.28735632,0.33333334,0.0,0.54216003,0.50751877,0.6890602,0.42834473,0.48486328,0.15211105,0.6785736,0.46482086,0.4411621,0.14624786,0.62216187,0.58333206,0.29457474,0.38925552
23.0,145.0,0.70689654,0.6666666,0.0,0.6385498,0.5049057,0.56481934,0.3784256,0.43945312,0.1515274,0.69047546,0.37313843,0.4560547,0.12880325,0.6252403,0.6666641,0.42635727,0.31979942
23.0,146.0,0.5229885,0.9166667,0.0,0.72288513,0.5027237,0.6585064,0.46215057,0.46972656,0.16584396,0.66666794,0.35607147,0.5588379,0.14072418,0.6502533,0.6666641,0.24031258,0.37862396
23.0,147.0,0.5574713,0.5833333,0.0,0.68673706,0.55090714,0.71336937,0.2995224,0.46972656,0.12868881,0.6428585,0.47974396,0.4411621,0.16002655,0.5575218,0.58333206,0.38759804,0.4063797
23.0,148.0,0.61494255,0.4166667,0.0,0.67770386,0.5681267,0.6870346,0.3542633,0.48486328,0.1448822,0.70238113,0.23028564,0.5,0.15636444,0.6960373,0.58333206,0.40310097,0.3870468
23.0,149.0,0.3678161,0.75,0.0,0.59939575,0.63287354,0.67336273,0.29790497,0.5,0.10876465,0.65476227,0.35607147,0.47070312,0.15682602,0.6252403,0.58333206,0.2790699,0.26553535
23.0,150.0,0.35632184,0.9166667,0.0,0.6144562,0.46588135,0.68787956,0.24637604,0.54541016,0.1338005,0.69047546,0.31769562,0.47070312,0.13809586,0.45017624,0.6666641,0.31007957,0.20546722
23.0,151.0,0.50574714,0.6666666,0.0,0.67167664,0.68367386,0.7309246,0.30112457,0.5,0.1708641,0.61309624,0.32621765,0.5148926,0.16725159,0.68180084,0.58333206,0.37984657,0.28845596
23.0,152.0,0.51724136,0.33333334,0.0,0.5270996,0.5966873,0.64061356,0.32527924,0.5,0.17203522,0.72619057,0.26438904,0.54418945,0.16327667,0.6306267,0.6666641,0.2093029,0.32849884
23.0,153.0,0.46551725,0.33333334,0.0,0.67167664,0.7296715,0.71438026,0.27858734,0.5,0.16481018,0.6071434,0.4413681,0.48535156,0.1532669,0.7791443,0.6666641,0.5581417,0.28293228
23.0,154.0,0.49425286,0.16666669,0.0,0.70480347,0.5437088,0.7999649,0.2737503,0.5,0.17346573,0.7321453,0.24946594,0.47070312,0.14263535,0.6656418,0.58333206,0.2790699,0.3395481
23.0,155.0,0.61494255,0.75,0.0,0.54818726,0.5910187,0.7037449,0.3703766,0.48486328,0.13815308,0.75595284,0.3859253,0.48535156,0.15507507,0.59869385,0.58333206,0.3488388,0.41783905
23.0,156.0,0.70689654,0.5,0.0,0.61143494,0.5585365,0.73041725,0.36231232,0.6062012,0.16705322,0.6250019,0.281456,0.529541,0.14232635,0.5317459,0.41666412,0.41085243,0.4128685
23.0,157.0,0.51724136,0.8333333,0.0,0.62649536,0.73337936,0.75253105,0.44282532,0.59106445,0.17755127,0.7142868,0.22814941,0.47070312,0.12813568,0.70334625,0.75,0.28682137,0.36026
23.0,158.0,0.42528737,0.4166667,0.0,0.6204834,0.6003914,0.73446846,0.3091812,0.5151367,0.17934799,0.77381134,0.2601242,0.5588379,0.14774323,0.57829666,0.6666641,0.13178444,0.26125526
23.0,159.0,0.64942527,0.33333334,0.0,0.77108765,0.62677383,0.8438549,0.32045746,0.57592773,0.18917084,0.72619057,0.39019775,0.529541,0.14532089,0.744133,0.75,0.14728928,0.3791771
23.0,160.0,0.5574713,0.6666666,0.0,0.6927643,0.66732025,0.6642456,0.28019714,0.5151367,0.14775848,0.74404716,0.40724182,0.57373047,0.15187454,0.66602707,0.75,0.20155334,0.33568192
23.0,161.0,0.40229887,0.33333334,0.0,0.81925964,0.5424042,0.6743736,0.29145813,0.6213379,0.19226837,0.75595284,0.30917358,0.57373047,0.16900635,0.7987709,0.58333206,0.18604851,0.30378342
23.0,162.0,0.26436782,0.16666669,0.0,0.6054077,0.70438004,0.75658226,0.31723022,0.48486328,0.18957901,0.70238113,0.18977356,0.60302734,0.15610504,0.9145813,0.75,0.40310097,0.35307884
23.0,163.0,0.62068963,0.9166667,0.0,0.7138519,0.5716171,0.7115116,0.30112457,0.560791,0.12294388,0.75595284,0.38806152,0.54418945,0.17184448,0.7064247,0.75,0.27132034,0.260149
23.0,164.0,0.55172414,0.5833333,0.0,0.6957855,0.63679886,0.74847984,0.23832703,0.6062012,0.16444778,0.75595284,0.16844177,0.5588379,0.18841171,0.71873856,0.6666641,0.069768906,0.42557144
23.0,165.0,0.69540226,0.75,0.0,0.753006,0.6047516,0.7285614,0.25120544,0.6213379,0.16283035,0.7857132,0.39233398,0.54418945,0.14444351,0.7183533,0.75,0.3720932,0.29881096
23.0,166.0,0.51724136,0.8333333,0.0,0.86143494,0.59210587,0.8333893,0.25765228,0.6364746,0.17297745,0.7321453,0.170578,0.54418945,0.12668991,0.56137085,0.6666641,0.17829514,0.30447388
23.0,167.0,0.7126437,0.6666666,0.0,0.7680664,0.7100487,0.8330517,0.14976501,0.560791,0.15982437,0.6964302,0.11299896,0.57373047,0.15290451,0.70103836,0.75,0.17829514,0.27934265
23.0,168.0,0.4597701,0.6666666,0.0,0.63552856,0.7220421,0.83456993,0.22705078,0.54541016,0.1688919,0.79761887,0.21749115,0.7060547,0.14444351,0.73874664,0.75,0.1395359,0.017814636
24.0,1.0,0.545977,0.16666669,0.0,0.2891388,0.36756134,0.35229492,0.6682739,0.2578125,0.20151138,0.14880943,0.72281647,0.17675781,0.23815536,0.30049896,0.25,0.7286835,0.6423645
24.0,2.0,0.59770113,0.5833333,0.0,0.23794556,0.27163696,0.20661545,0.6827698,0.09106445,0.17167664,0.19047546,0.76119995,0.22094727,0.23186111,0.29588318,0.33333206,0.61240387,0.8446541
24.0,3.0,0.5,0.33333334,0.0,0.36746216,0.35993195,0.28899384,0.7471771,0.22753906,0.20967865,0.30952454,0.7739868,0.19140625,0.21364212,0.47556686,0.16666412,0.52713203,0.5969353
24.0,4.0,0.5632184,0.6666666,0.0,0.4758911,0.36276627,0.35313988,0.6666641,0.22753906,0.18607712,0.24404716,0.8336868,0.13256836,0.24032211,0.31242752,0.41666412,0.66666794,0.7492409
24.0,5.0,0.50574714,0.75,0.0,0.38552856,0.17680359,0.28156662,0.624794,0.18188477,0.16794968,0.29761887,0.6439285,0.16186523,0.23877716,0.5425186,0.41666412,0.52713203,0.648716
24.0,6.0,0.5229885,0.6666666,0.0,0.43373108,0.26924133,0.3575287,0.8019333,0.24267578,0.1717186,0.17857361,0.72068787,0.25024414,0.19826508,0.25356293,0.25,0.6046505,0.586853
24.0,7.0,0.31034482,0.5833333,0.0,0.45181274,0.2406807,0.33034897,0.6521759,0.28808594,0.13214111,0.1250019,0.80809784,0.17675781,0.228508,0.39130783,0.33333206,0.5813961,0.7183075
24.0,8.0,0.6321839,0.16666669,0.0,0.34939575,0.44626236,0.3622532,0.63285065,0.10620117,0.21685791,0.23809624,0.6865616,0.16186523,0.22303772,0.3178177,0.25,0.6279087,0.6894493
24.0,9.0,0.25862068,0.6666666,0.0,0.25300598,0.29714584,0.31077003,0.6795502,0.21240234,0.1847763,0.27976227,0.73986816,0.20605469,0.20956802,0.31627655,0.33333206,0.62015533,0.8702011
24.0,10.0,0.6321839,0.16666669,0.0,0.3463745,0.49247742,0.36985207,0.64411926,0.21240234,0.20918274,0.36904907,0.6972351,0.22094727,0.24032211,0.32743454,0.33333206,0.6589165,0.51228714
